"","line_number","Chapter","word"
"1",1,1,"chapter"
"2",1,1,"i"
"3",3,1,"the"
"4",3,1,"strange"
"5",3,1,"man's"
"6",3,1,"arrival"
"7",6,1,"the"
"8",6,1,"stranger"
"9",6,1,"came"
"10",6,1,"early"
"11",6,1,"in"
"12",6,1,"february"
"13",6,1,"one"
"14",6,1,"wintry"
"15",6,1,"day"
"16",6,1,"through"
"17",6,1,"a"
"18",7,1,"biting"
"19",7,1,"wind"
"20",7,1,"and"
"21",7,1,"a"
"22",7,1,"driving"
"23",7,1,"snow"
"24",7,1,"the"
"25",7,1,"last"
"26",7,1,"snowfall"
"27",7,1,"of"
"28",7,1,"the"
"29",7,1,"year"
"30",7,1,"over"
"31",8,1,"the"
"32",8,1,"down"
"33",8,1,"walking"
"34",8,1,"from"
"35",8,1,"bramblehurst"
"36",8,1,"railway"
"37",8,1,"station"
"38",8,1,"and"
"39",8,1,"carrying"
"40",8,1,"a"
"41",9,1,"little"
"42",9,1,"black"
"43",9,1,"portmanteau"
"44",9,1,"in"
"45",9,1,"his"
"46",9,1,"thickly"
"47",9,1,"gloved"
"48",9,1,"hand"
"49",9,1,"he"
"50",9,1,"was"
"51",9,1,"wrapped"
"52",10,1,"up"
"53",10,1,"from"
"54",10,1,"head"
"55",10,1,"to"
"56",10,1,"foot"
"57",10,1,"and"
"58",10,1,"the"
"59",10,1,"brim"
"60",10,1,"of"
"61",10,1,"his"
"62",10,1,"soft"
"63",10,1,"felt"
"64",10,1,"hat"
"65",10,1,"hid"
"66",10,1,"every"
"67",11,1,"inch"
"68",11,1,"of"
"69",11,1,"his"
"70",11,1,"face"
"71",11,1,"but"
"72",11,1,"the"
"73",11,1,"shiny"
"74",11,1,"tip"
"75",11,1,"of"
"76",11,1,"his"
"77",11,1,"nose"
"78",11,1,"the"
"79",11,1,"snow"
"80",11,1,"had"
"81",11,1,"piled"
"82",12,1,"itself"
"83",12,1,"against"
"84",12,1,"his"
"85",12,1,"shoulders"
"86",12,1,"and"
"87",12,1,"chest"
"88",12,1,"and"
"89",12,1,"added"
"90",12,1,"a"
"91",12,1,"white"
"92",12,1,"crest"
"93",12,1,"to"
"94",13,1,"the"
"95",13,1,"burden"
"96",13,1,"he"
"97",13,1,"carried"
"98",13,1,"he"
"99",13,1,"staggered"
"100",13,1,"into"
"101",13,1,"the"
"102",13,1,"coach"
"103",13,1,"and"
"104",13,1,"horses"
"105",13,1,"more"
"106",14,1,"dead"
"107",14,1,"than"
"108",14,1,"alive"
"109",14,1,"and"
"110",14,1,"flung"
"111",14,1,"his"
"112",14,1,"portmanteau"
"113",14,1,"down"
"114",14,1,"a"
"115",14,1,"fire"
"116",14,1,"he"
"117",14,1,"cried"
"118",15,1,"in"
"119",15,1,"the"
"120",15,1,"name"
"121",15,1,"of"
"122",15,1,"human"
"123",15,1,"charity"
"124",15,1,"a"
"125",15,1,"room"
"126",15,1,"and"
"127",15,1,"a"
"128",15,1,"fire"
"129",15,1,"he"
"130",15,1,"stamped"
"131",15,1,"and"
"132",16,1,"shook"
"133",16,1,"the"
"134",16,1,"snow"
"135",16,1,"from"
"136",16,1,"off"
"137",16,1,"himself"
"138",16,1,"in"
"139",16,1,"the"
"140",16,1,"bar"
"141",16,1,"and"
"142",16,1,"followed"
"143",16,1,"mrs"
"144",16,1,"hall"
"145",17,1,"into"
"146",17,1,"her"
"147",17,1,"guest"
"148",17,1,"parlour"
"149",17,1,"to"
"150",17,1,"strike"
"151",17,1,"his"
"152",17,1,"bargain"
"153",17,1,"and"
"154",17,1,"with"
"155",17,1,"that"
"156",17,1,"much"
"157",18,1,"introduction"
"158",18,1,"that"
"159",18,1,"and"
"160",18,1,"a"
"161",18,1,"couple"
"162",18,1,"of"
"163",18,1,"sovereigns"
"164",18,1,"flung"
"165",18,1,"upon"
"166",18,1,"the"
"167",18,1,"table"
"168",19,1,"he"
"169",19,1,"took"
"170",19,1,"up"
"171",19,1,"his"
"172",19,1,"quarters"
"173",19,1,"in"
"174",19,1,"the"
"175",19,1,"inn"
"176",21,1,"mrs"
"177",21,1,"hall"
"178",21,1,"lit"
"179",21,1,"the"
"180",21,1,"fire"
"181",21,1,"and"
"182",21,1,"left"
"183",21,1,"him"
"184",21,1,"there"
"185",21,1,"while"
"186",21,1,"she"
"187",21,1,"went"
"188",21,1,"to"
"189",21,1,"prepare"
"190",22,1,"him"
"191",22,1,"a"
"192",22,1,"meal"
"193",22,1,"with"
"194",22,1,"her"
"195",22,1,"own"
"196",22,1,"hands"
"197",22,1,"a"
"198",22,1,"guest"
"199",22,1,"to"
"200",22,1,"stop"
"201",22,1,"at"
"202",22,1,"iping"
"203",22,1,"in"
"204",22,1,"the"
"205",23,1,"wintertime"
"206",23,1,"was"
"207",23,1,"an"
"208",23,1,"unheard"
"209",23,1,"of"
"210",23,1,"piece"
"211",23,1,"of"
"212",23,1,"luck"
"213",23,1,"let"
"214",23,1,"alone"
"215",23,1,"a"
"216",23,1,"guest"
"217",23,1,"who"
"218",24,1,"was"
"219",24,1,"no"
"220",24,1,"haggler"
"221",24,1,"and"
"222",24,1,"she"
"223",24,1,"was"
"224",24,1,"resolved"
"225",24,1,"to"
"226",24,1,"show"
"227",24,1,"herself"
"228",24,1,"worthy"
"229",24,1,"of"
"230",24,1,"her"
"231",25,1,"good"
"232",25,1,"fortune"
"233",25,1,"as"
"234",25,1,"soon"
"235",25,1,"as"
"236",25,1,"the"
"237",25,1,"bacon"
"238",25,1,"was"
"239",25,1,"well"
"240",25,1,"under"
"241",25,1,"way"
"242",25,1,"and"
"243",25,1,"millie"
"244",26,1,"her"
"245",26,1,"lymphatic"
"246",26,1,"maid"
"247",26,1,"had"
"248",26,1,"been"
"249",26,1,"brisked"
"250",26,1,"up"
"251",26,1,"a"
"252",26,1,"bit"
"253",26,1,"by"
"254",26,1,"a"
"255",26,1,"few"
"256",26,1,"deftly"
"257",26,1,"chosen"
"258",27,1,"expressions"
"259",27,1,"of"
"260",27,1,"contempt"
"261",27,1,"she"
"262",27,1,"carried"
"263",27,1,"the"
"264",27,1,"cloth"
"265",27,1,"plates"
"266",27,1,"and"
"267",27,1,"glasses"
"268",28,1,"into"
"269",28,1,"the"
"270",28,1,"parlour"
"271",28,1,"and"
"272",28,1,"began"
"273",28,1,"to"
"274",28,1,"lay"
"275",28,1,"them"
"276",28,1,"with"
"277",28,1,"the"
"278",28,1,"utmost"
"279",28,1,"_eclat_"
"280",29,1,"although"
"281",29,1,"the"
"282",29,1,"fire"
"283",29,1,"was"
"284",29,1,"burning"
"285",29,1,"up"
"286",29,1,"briskly"
"287",29,1,"she"
"288",29,1,"was"
"289",29,1,"surprised"
"290",29,1,"to"
"291",29,1,"see"
"292",30,1,"that"
"293",30,1,"her"
"294",30,1,"visitor"
"295",30,1,"still"
"296",30,1,"wore"
"297",30,1,"his"
"298",30,1,"hat"
"299",30,1,"and"
"300",30,1,"coat"
"301",30,1,"standing"
"302",30,1,"with"
"303",30,1,"his"
"304",30,1,"back"
"305",31,1,"to"
"306",31,1,"her"
"307",31,1,"and"
"308",31,1,"staring"
"309",31,1,"out"
"310",31,1,"of"
"311",31,1,"the"
"312",31,1,"window"
"313",31,1,"at"
"314",31,1,"the"
"315",31,1,"falling"
"316",31,1,"snow"
"317",31,1,"in"
"318",31,1,"the"
"319",31,1,"yard"
"320",32,1,"his"
"321",32,1,"gloved"
"322",32,1,"hands"
"323",32,1,"were"
"324",32,1,"clasped"
"325",32,1,"behind"
"326",32,1,"him"
"327",32,1,"and"
"328",32,1,"he"
"329",32,1,"seemed"
"330",32,1,"to"
"331",32,1,"be"
"332",32,1,"lost"
"333",33,1,"in"
"334",33,1,"thought"
"335",33,1,"she"
"336",33,1,"noticed"
"337",33,1,"that"
"338",33,1,"the"
"339",33,1,"melting"
"340",33,1,"snow"
"341",33,1,"that"
"342",33,1,"still"
"343",33,1,"sprinkled"
"344",34,1,"his"
"345",34,1,"shoulders"
"346",34,1,"dripped"
"347",34,1,"upon"
"348",34,1,"her"
"349",34,1,"carpet"
"350",34,1,"can"
"351",34,1,"i"
"352",34,1,"take"
"353",34,1,"your"
"354",34,1,"hat"
"355",34,1,"and"
"356",34,1,"coat"
"357",35,1,"sir"
"358",35,1,"she"
"359",35,1,"said"
"360",35,1,"and"
"361",35,1,"give"
"362",35,1,"them"
"363",35,1,"a"
"364",35,1,"good"
"365",35,1,"dry"
"366",35,1,"in"
"367",35,1,"the"
"368",35,1,"kitchen"
"369",37,1,"no"
"370",37,1,"he"
"371",37,1,"said"
"372",37,1,"without"
"373",37,1,"turning"
"374",39,1,"she"
"375",39,1,"was"
"376",39,1,"not"
"377",39,1,"sure"
"378",39,1,"she"
"379",39,1,"had"
"380",39,1,"heard"
"381",39,1,"him"
"382",39,1,"and"
"383",39,1,"was"
"384",39,1,"about"
"385",39,1,"to"
"386",39,1,"repeat"
"387",39,1,"her"
"388",40,1,"question"
"389",42,1,"he"
"390",42,1,"turned"
"391",42,1,"his"
"392",42,1,"head"
"393",42,1,"and"
"394",42,1,"looked"
"395",42,1,"at"
"396",42,1,"her"
"397",42,1,"over"
"398",42,1,"his"
"399",42,1,"shoulder"
"400",42,1,"i"
"401",42,1,"prefer"
"402",42,1,"to"
"403",43,1,"keep"
"404",43,1,"them"
"405",43,1,"on"
"406",43,1,"he"
"407",43,1,"said"
"408",43,1,"with"
"409",43,1,"emphasis"
"410",43,1,"and"
"411",43,1,"she"
"412",43,1,"noticed"
"413",43,1,"that"
"414",43,1,"he"
"415",43,1,"wore"
"416",44,1,"big"
"417",44,1,"blue"
"418",44,1,"spectacles"
"419",44,1,"with"
"420",44,1,"sidelights"
"421",44,1,"and"
"422",44,1,"had"
"423",44,1,"a"
"424",44,1,"bush"
"425",44,1,"side"
"426",44,1,"whisker"
"427",45,1,"over"
"428",45,1,"his"
"429",45,1,"coat"
"430",45,1,"collar"
"431",45,1,"that"
"432",45,1,"completely"
"433",45,1,"hid"
"434",45,1,"his"
"435",45,1,"cheeks"
"436",45,1,"and"
"437",45,1,"face"
"438",47,1,"very"
"439",47,1,"well"
"440",47,1,"sir"
"441",47,1,"she"
"442",47,1,"said"
"443",47,1,"_as_"
"444",47,1,"you"
"445",47,1,"like"
"446",47,1,"in"
"447",47,1,"a"
"448",47,1,"bit"
"449",47,1,"the"
"450",47,1,"room"
"451",47,1,"will"
"452",48,1,"be"
"453",48,1,"warmer"
"454",50,1,"he"
"455",50,1,"made"
"456",50,1,"no"
"457",50,1,"answer"
"458",50,1,"and"
"459",50,1,"had"
"460",50,1,"turned"
"461",50,1,"his"
"462",50,1,"face"
"463",50,1,"away"
"464",50,1,"from"
"465",50,1,"her"
"466",50,1,"again"
"467",50,1,"and"
"468",51,1,"mrs"
"469",51,1,"hall"
"470",51,1,"feeling"
"471",51,1,"that"
"472",51,1,"her"
"473",51,1,"conversational"
"474",51,1,"advances"
"475",51,1,"were"
"476",51,1,"ill"
"477",51,1,"timed"
"478",52,1,"laid"
"479",52,1,"the"
"480",52,1,"rest"
"481",52,1,"of"
"482",52,1,"the"
"483",52,1,"table"
"484",52,1,"things"
"485",52,1,"in"
"486",52,1,"a"
"487",52,1,"quick"
"488",52,1,"staccato"
"489",52,1,"and"
"490",52,1,"whisked"
"491",53,1,"out"
"492",53,1,"of"
"493",53,1,"the"
"494",53,1,"room"
"495",53,1,"when"
"496",53,1,"she"
"497",53,1,"returned"
"498",53,1,"he"
"499",53,1,"was"
"500",53,1,"still"
"501",53,1,"standing"
"502",53,1,"there"
"503",53,1,"like"
"504",54,1,"a"
"505",54,1,"man"
"506",54,1,"of"
"507",54,1,"stone"
"508",54,1,"his"
"509",54,1,"back"
"510",54,1,"hunched"
"511",54,1,"his"
"512",54,1,"collar"
"513",54,1,"turned"
"514",54,1,"up"
"515",54,1,"his"
"516",54,1,"dripping"
"517",55,1,"hat"
"518",55,1,"brim"
"519",55,1,"turned"
"520",55,1,"down"
"521",55,1,"hiding"
"522",55,1,"his"
"523",55,1,"face"
"524",55,1,"and"
"525",55,1,"ears"
"526",55,1,"completely"
"527",55,1,"she"
"528",55,1,"put"
"529",56,1,"down"
"530",56,1,"the"
"531",56,1,"eggs"
"532",56,1,"and"
"533",56,1,"bacon"
"534",56,1,"with"
"535",56,1,"considerable"
"536",56,1,"emphasis"
"537",56,1,"and"
"538",56,1,"called"
"539",57,1,"rather"
"540",57,1,"than"
"541",57,1,"said"
"542",57,1,"to"
"543",57,1,"him"
"544",57,1,"your"
"545",57,1,"lunch"
"546",57,1,"is"
"547",57,1,"served"
"548",57,1,"sir"
"549",59,1,"thank"
"550",59,1,"you"
"551",59,1,"he"
"552",59,1,"said"
"553",59,1,"at"
"554",59,1,"the"
"555",59,1,"same"
"556",59,1,"time"
"557",59,1,"and"
"558",59,1,"did"
"559",59,1,"not"
"560",59,1,"stir"
"561",59,1,"until"
"562",59,1,"she"
"563",60,1,"was"
"564",60,1,"closing"
"565",60,1,"the"
"566",60,1,"door"
"567",60,1,"then"
"568",60,1,"he"
"569",60,1,"swung"
"570",60,1,"round"
"571",60,1,"and"
"572",60,1,"approached"
"573",60,1,"the"
"574",60,1,"table"
"575",61,1,"with"
"576",61,1,"a"
"577",61,1,"certain"
"578",61,1,"eager"
"579",61,1,"quickness"
"580",63,1,"as"
"581",63,1,"she"
"582",63,1,"went"
"583",63,1,"behind"
"584",63,1,"the"
"585",63,1,"bar"
"586",63,1,"to"
"587",63,1,"the"
"588",63,1,"kitchen"
"589",63,1,"she"
"590",63,1,"heard"
"591",63,1,"a"
"592",63,1,"sound"
"593",63,1,"repeated"
"594",64,1,"at"
"595",64,1,"regular"
"596",64,1,"intervals"
"597",64,1,"chirk"
"598",64,1,"chirk"
"599",64,1,"chirk"
"600",64,1,"it"
"601",64,1,"went"
"602",64,1,"the"
"603",64,1,"sound"
"604",64,1,"of"
"605",64,1,"a"
"606",65,1,"spoon"
"607",65,1,"being"
"608",65,1,"rapidly"
"609",65,1,"whisked"
"610",65,1,"round"
"611",65,1,"a"
"612",65,1,"basin"
"613",65,1,"that"
"614",65,1,"girl"
"615",65,1,"she"
"616",65,1,"said"
"617",66,1,"there"
"618",66,1,"i"
"619",66,1,"clean"
"620",66,1,"forgot"
"621",66,1,"it"
"622",66,1,"it's"
"623",66,1,"her"
"624",66,1,"being"
"625",66,1,"so"
"626",66,1,"long"
"627",66,1,"and"
"628",66,1,"while"
"629",66,1,"she"
"630",67,1,"herself"
"631",67,1,"finished"
"632",67,1,"mixing"
"633",67,1,"the"
"634",67,1,"mustard"
"635",67,1,"she"
"636",67,1,"gave"
"637",67,1,"millie"
"638",67,1,"a"
"639",67,1,"few"
"640",67,1,"verbal"
"641",68,1,"stabs"
"642",68,1,"for"
"643",68,1,"her"
"644",68,1,"excessive"
"645",68,1,"slowness"
"646",68,1,"she"
"647",68,1,"had"
"648",68,1,"cooked"
"649",68,1,"the"
"650",68,1,"ham"
"651",68,1,"and"
"652",68,1,"eggs"
"653",69,1,"laid"
"654",69,1,"the"
"655",69,1,"table"
"656",69,1,"and"
"657",69,1,"done"
"658",69,1,"everything"
"659",69,1,"while"
"660",69,1,"millie"
"661",69,1,"help"
"662",69,1,"indeed"
"663",69,1,"had"
"664",70,1,"only"
"665",70,1,"succeeded"
"666",70,1,"in"
"667",70,1,"delaying"
"668",70,1,"the"
"669",70,1,"mustard"
"670",70,1,"and"
"671",70,1,"him"
"672",70,1,"a"
"673",70,1,"new"
"674",70,1,"guest"
"675",70,1,"and"
"676",71,1,"wanting"
"677",71,1,"to"
"678",71,1,"stay"
"679",71,1,"then"
"680",71,1,"she"
"681",71,1,"filled"
"682",71,1,"the"
"683",71,1,"mustard"
"684",71,1,"pot"
"685",71,1,"and"
"686",71,1,"putting"
"687",71,1,"it"
"688",72,1,"with"
"689",72,1,"a"
"690",72,1,"certain"
"691",72,1,"stateliness"
"692",72,1,"upon"
"693",72,1,"a"
"694",72,1,"gold"
"695",72,1,"and"
"696",72,1,"black"
"697",72,1,"tea"
"698",72,1,"tray"
"699",72,1,"carried"
"700",73,1,"it"
"701",73,1,"into"
"702",73,1,"the"
"703",73,1,"parlour"
"704",75,1,"she"
"705",75,1,"rapped"
"706",75,1,"and"
"707",75,1,"entered"
"708",75,1,"promptly"
"709",75,1,"as"
"710",75,1,"she"
"711",75,1,"did"
"712",75,1,"so"
"713",75,1,"her"
"714",75,1,"visitor"
"715",75,1,"moved"
"716",76,1,"quickly"
"717",76,1,"so"
"718",76,1,"that"
"719",76,1,"she"
"720",76,1,"got"
"721",76,1,"but"
"722",76,1,"a"
"723",76,1,"glimpse"
"724",76,1,"of"
"725",76,1,"a"
"726",76,1,"white"
"727",76,1,"object"
"728",76,1,"disappearing"
"729",77,1,"behind"
"730",77,1,"the"
"731",77,1,"table"
"732",77,1,"it"
"733",77,1,"would"
"734",77,1,"seem"
"735",77,1,"he"
"736",77,1,"was"
"737",77,1,"picking"
"738",77,1,"something"
"739",77,1,"from"
"740",77,1,"the"
"741",78,1,"floor"
"742",78,1,"she"
"743",78,1,"rapped"
"744",78,1,"down"
"745",78,1,"the"
"746",78,1,"mustard"
"747",78,1,"pot"
"748",78,1,"on"
"749",78,1,"the"
"750",78,1,"table"
"751",78,1,"and"
"752",78,1,"then"
"753",78,1,"she"
"754",79,1,"noticed"
"755",79,1,"the"
"756",79,1,"overcoat"
"757",79,1,"and"
"758",79,1,"hat"
"759",79,1,"had"
"760",79,1,"been"
"761",79,1,"taken"
"762",79,1,"off"
"763",79,1,"and"
"764",79,1,"put"
"765",79,1,"over"
"766",79,1,"a"
"767",79,1,"chair"
"768",80,1,"in"
"769",80,1,"front"
"770",80,1,"of"
"771",80,1,"the"
"772",80,1,"fire"
"773",80,1,"and"
"774",80,1,"a"
"775",80,1,"pair"
"776",80,1,"of"
"777",80,1,"wet"
"778",80,1,"boots"
"779",80,1,"threatened"
"780",80,1,"rust"
"781",80,1,"to"
"782",80,1,"her"
"783",81,1,"steel"
"784",81,1,"fender"
"785",81,1,"she"
"786",81,1,"went"
"787",81,1,"to"
"788",81,1,"these"
"789",81,1,"things"
"790",81,1,"resolutely"
"791",81,1,"i"
"792",81,1,"suppose"
"793",81,1,"i"
"794",81,1,"may"
"795",82,1,"have"
"796",82,1,"them"
"797",82,1,"to"
"798",82,1,"dry"
"799",82,1,"now"
"800",82,1,"she"
"801",82,1,"said"
"802",82,1,"in"
"803",82,1,"a"
"804",82,1,"voice"
"805",82,1,"that"
"806",82,1,"brooked"
"807",82,1,"no"
"808",82,1,"denial"
"809",84,1,"leave"
"810",84,1,"the"
"811",84,1,"hat"
"812",84,1,"said"
"813",84,1,"her"
"814",84,1,"visitor"
"815",84,1,"in"
"816",84,1,"a"
"817",84,1,"muffled"
"818",84,1,"voice"
"819",84,1,"and"
"820",84,1,"turning"
"821",85,1,"she"
"822",85,1,"saw"
"823",85,1,"he"
"824",85,1,"had"
"825",85,1,"raised"
"826",85,1,"his"
"827",85,1,"head"
"828",85,1,"and"
"829",85,1,"was"
"830",85,1,"sitting"
"831",85,1,"and"
"832",85,1,"looking"
"833",85,1,"at"
"834",85,1,"her"
"835",87,1,"for"
"836",87,1,"a"
"837",87,1,"moment"
"838",87,1,"she"
"839",87,1,"stood"
"840",87,1,"gaping"
"841",87,1,"at"
"842",87,1,"him"
"843",87,1,"too"
"844",87,1,"surprised"
"845",87,1,"to"
"846",87,1,"speak"
"847",89,1,"he"
"848",89,1,"held"
"849",89,1,"a"
"850",89,1,"white"
"851",89,1,"cloth"
"852",89,1,"it"
"853",89,1,"was"
"854",89,1,"a"
"855",89,1,"serviette"
"856",89,1,"he"
"857",89,1,"had"
"858",89,1,"brought"
"859",89,1,"with"
"860",90,1,"him"
"861",90,1,"over"
"862",90,1,"the"
"863",90,1,"lower"
"864",90,1,"part"
"865",90,1,"of"
"866",90,1,"his"
"867",90,1,"face"
"868",90,1,"so"
"869",90,1,"that"
"870",90,1,"his"
"871",90,1,"mouth"
"872",90,1,"and"
"873",90,1,"jaws"
"874",91,1,"were"
"875",91,1,"completely"
"876",91,1,"hidden"
"877",91,1,"and"
"878",91,1,"that"
"879",91,1,"was"
"880",91,1,"the"
"881",91,1,"reason"
"882",91,1,"of"
"883",91,1,"his"
"884",91,1,"muffled"
"885",92,1,"voice"
"886",92,1,"but"
"887",92,1,"it"
"888",92,1,"was"
"889",92,1,"not"
"890",92,1,"that"
"891",92,1,"which"
"892",92,1,"startled"
"893",92,1,"mrs"
"894",92,1,"hall"
"895",92,1,"it"
"896",92,1,"was"
"897",92,1,"the"
"898",92,1,"fact"
"899",93,1,"that"
"900",93,1,"all"
"901",93,1,"his"
"902",93,1,"forehead"
"903",93,1,"above"
"904",93,1,"his"
"905",93,1,"blue"
"906",93,1,"glasses"
"907",93,1,"was"
"908",93,1,"covered"
"909",93,1,"by"
"910",93,1,"a"
"911",93,1,"white"
"912",94,1,"bandage"
"913",94,1,"and"
"914",94,1,"that"
"915",94,1,"another"
"916",94,1,"covered"
"917",94,1,"his"
"918",94,1,"ears"
"919",94,1,"leaving"
"920",94,1,"not"
"921",94,1,"a"
"922",94,1,"scrap"
"923",94,1,"of"
"924",95,1,"his"
"925",95,1,"face"
"926",95,1,"exposed"
"927",95,1,"excepting"
"928",95,1,"only"
"929",95,1,"his"
"930",95,1,"pink"
"931",95,1,"peaked"
"932",95,1,"nose"
"933",95,1,"it"
"934",95,1,"was"
"935",95,1,"bright"
"936",96,1,"pink"
"937",96,1,"and"
"938",96,1,"shiny"
"939",96,1,"just"
"940",96,1,"as"
"941",96,1,"it"
"942",96,1,"had"
"943",96,1,"been"
"944",96,1,"at"
"945",96,1,"first"
"946",96,1,"he"
"947",96,1,"wore"
"948",96,1,"a"
"949",96,1,"dark"
"950",96,1,"brown"
"951",97,1,"velvet"
"952",97,1,"jacket"
"953",97,1,"with"
"954",97,1,"a"
"955",97,1,"high"
"956",97,1,"black"
"957",97,1,"linen"
"958",97,1,"lined"
"959",97,1,"collar"
"960",97,1,"turned"
"961",97,1,"up"
"962",97,1,"about"
"963",98,1,"his"
"964",98,1,"neck"
"965",98,1,"the"
"966",98,1,"thick"
"967",98,1,"black"
"968",98,1,"hair"
"969",98,1,"escaping"
"970",98,1,"as"
"971",98,1,"it"
"972",98,1,"could"
"973",98,1,"below"
"974",98,1,"and"
"975",99,1,"between"
"976",99,1,"the"
"977",99,1,"cross"
"978",99,1,"bandages"
"979",99,1,"projected"
"980",99,1,"in"
"981",99,1,"curious"
"982",99,1,"tails"
"983",99,1,"and"
"984",99,1,"horns"
"985",100,1,"giving"
"986",100,1,"him"
"987",100,1,"the"
"988",100,1,"strangest"
"989",100,1,"appearance"
"990",100,1,"conceivable"
"991",100,1,"this"
"992",100,1,"muffled"
"993",100,1,"and"
"994",101,1,"bandaged"
"995",101,1,"head"
"996",101,1,"was"
"997",101,1,"so"
"998",101,1,"unlike"
"999",101,1,"what"
"1000",101,1,"she"
"1001",101,1,"had"
"1002",101,1,"anticipated"
"1003",101,1,"that"
"1004",101,1,"for"
"1005",101,1,"a"
"1006",102,1,"moment"
"1007",102,1,"she"
"1008",102,1,"was"
"1009",102,1,"rigid"
"1010",104,1,"he"
"1011",104,1,"did"
"1012",104,1,"not"
"1013",104,1,"remove"
"1014",104,1,"the"
"1015",104,1,"serviette"
"1016",104,1,"but"
"1017",104,1,"remained"
"1018",104,1,"holding"
"1019",104,1,"it"
"1020",104,1,"as"
"1021",104,1,"she"
"1022",105,1,"saw"
"1023",105,1,"now"
"1024",105,1,"with"
"1025",105,1,"a"
"1026",105,1,"brown"
"1027",105,1,"gloved"
"1028",105,1,"hand"
"1029",105,1,"and"
"1030",105,1,"regarding"
"1031",105,1,"her"
"1032",105,1,"with"
"1033",105,1,"his"
"1034",106,1,"inscrutable"
"1035",106,1,"blue"
"1036",106,1,"glasses"
"1037",106,1,"leave"
"1038",106,1,"the"
"1039",106,1,"hat"
"1040",106,1,"he"
"1041",106,1,"said"
"1042",106,1,"speaking"
"1043",106,1,"very"
"1044",107,1,"distinctly"
"1045",107,1,"through"
"1046",107,1,"the"
"1047",107,1,"white"
"1048",107,1,"cloth"
"1049",109,1,"her"
"1050",109,1,"nerves"
"1051",109,1,"began"
"1052",109,1,"to"
"1053",109,1,"recover"
"1054",109,1,"from"
"1055",109,1,"the"
"1056",109,1,"shock"
"1057",109,1,"they"
"1058",109,1,"had"
"1059",109,1,"received"
"1060",109,1,"she"
"1061",110,1,"placed"
"1062",110,1,"the"
"1063",110,1,"hat"
"1064",110,1,"on"
"1065",110,1,"the"
"1066",110,1,"chair"
"1067",110,1,"again"
"1068",110,1,"by"
"1069",110,1,"the"
"1070",110,1,"fire"
"1071",110,1,"i"
"1072",110,1,"didn't"
"1073",110,1,"know"
"1074",110,1,"sir"
"1075",111,1,"she"
"1076",111,1,"began"
"1077",111,1,"that"
"1078",111,1,"and"
"1079",111,1,"she"
"1080",111,1,"stopped"
"1081",111,1,"embarrassed"
"1082",113,1,"thank"
"1083",113,1,"you"
"1084",113,1,"he"
"1085",113,1,"said"
"1086",113,1,"drily"
"1087",113,1,"glancing"
"1088",113,1,"from"
"1089",113,1,"her"
"1090",113,1,"to"
"1091",113,1,"the"
"1092",113,1,"door"
"1093",113,1,"and"
"1094",113,1,"then"
"1095",114,1,"at"
"1096",114,1,"her"
"1097",114,1,"again"
"1098",116,1,"i'll"
"1099",116,1,"have"
"1100",116,1,"them"
"1101",116,1,"nicely"
"1102",116,1,"dried"
"1103",116,1,"sir"
"1104",116,1,"at"
"1105",116,1,"once"
"1106",116,1,"she"
"1107",116,1,"said"
"1108",116,1,"and"
"1109",116,1,"carried"
"1110",117,1,"his"
"1111",117,1,"clothes"
"1112",117,1,"out"
"1113",117,1,"of"
"1114",117,1,"the"
"1115",117,1,"room"
"1116",117,1,"she"
"1117",117,1,"glanced"
"1118",117,1,"at"
"1119",117,1,"his"
"1120",117,1,"white"
"1121",117,1,"swathed"
"1122",117,1,"head"
"1123",118,1,"and"
"1124",118,1,"blue"
"1125",118,1,"goggles"
"1126",118,1,"again"
"1127",118,1,"as"
"1128",118,1,"she"
"1129",118,1,"was"
"1130",118,1,"going"
"1131",118,1,"out"
"1132",118,1,"of"
"1133",118,1,"the"
"1134",118,1,"door"
"1135",118,1,"but"
"1136",118,1,"his"
"1137",119,1,"napkin"
"1138",119,1,"was"
"1139",119,1,"still"
"1140",119,1,"in"
"1141",119,1,"front"
"1142",119,1,"of"
"1143",119,1,"his"
"1144",119,1,"face"
"1145",119,1,"she"
"1146",119,1,"shivered"
"1147",119,1,"a"
"1148",119,1,"little"
"1149",119,1,"as"
"1150",119,1,"she"
"1151",120,1,"closed"
"1152",120,1,"the"
"1153",120,1,"door"
"1154",120,1,"behind"
"1155",120,1,"her"
"1156",120,1,"and"
"1157",120,1,"her"
"1158",120,1,"face"
"1159",120,1,"was"
"1160",120,1,"eloquent"
"1161",120,1,"of"
"1162",120,1,"her"
"1163",120,1,"surprise"
"1164",121,1,"and"
"1165",121,1,"perplexity"
"1166",121,1,"i"
"1167",121,1,"_never_"
"1168",121,1,"she"
"1169",121,1,"whispered"
"1170",121,1,"there"
"1171",121,1,"she"
"1172",121,1,"went"
"1173",121,1,"quite"
"1174",122,1,"softly"
"1175",122,1,"to"
"1176",122,1,"the"
"1177",122,1,"kitchen"
"1178",122,1,"and"
"1179",122,1,"was"
"1180",122,1,"too"
"1181",122,1,"preoccupied"
"1182",122,1,"to"
"1183",122,1,"ask"
"1184",122,1,"millie"
"1185",122,1,"what"
"1186",123,1,"she"
"1187",123,1,"was"
"1188",123,1,"messing"
"1189",123,1,"about"
"1190",123,1,"with"
"1191",123,1,"_now_"
"1192",123,1,"when"
"1193",123,1,"she"
