"","gutenberg_id","text"
"1126",5230,"papers of en. Tables and chairs leaping and dancing..."""
"1127",5230,""
"1128",5230,"""Take a drop more, Janny,"" said Hall. ""'Twill steady ye."""
"1129",5230,""
"1130",5230,"""Lock him out,"" said Mrs. Hall. ""Don't let him come in again."
"1131",5230,"I half guessed--I might ha' known. With them goggling eyes and"
"1132",5230,"bandaged head, and never going to church of a Sunday. And all"
"1133",5230,"they bottles--more'n it's right for any one to have. He's put the"
"1134",5230,"sperits into the furniture.... My good old furniture! 'Twas in"
"1135",5230,"that very chair my poor dear mother used to sit when I was a"
"1136",5230,"little girl. To think it should rise up against me now!"""
"1137",5230,""
"1138",5230,"""Just a drop more, Janny,"" said Hall. ""Your nerves is all upset."""
"1139",5230,""
"1140",5230,"They sent Millie across the street through the golden five o'clock"
"1141",5230,"sunshine to rouse up Mr. Sandy Wadgers, the blacksmith. Mr."
"1142",5230,"Hall's compliments and the furniture upstairs was behaving most"
"1143",5230,"extraordinary. Would Mr. Wadgers come round? He was a knowing man,"
"1144",5230,"was Mr. Wadgers, and very resourceful. He took quite a grave view"
"1145",5230,"of the case. ""Arm darmed if thet ent witchcraft,"" was the view of"
"1146",5230,"Mr. Sandy Wadgers. ""You warnt horseshoes for such gentry as he."""
"1147",5230,""
"1148",5230,"He came round greatly concerned. They wanted him to lead the way"
"1149",5230,"upstairs to the room, but he didn't seem to be in any hurry. He"
"1150",5230,"preferred to talk in the passage. Over the way Huxter's apprentice"
"1151",5230,"came out and began taking down the shutters of the tobacco window."
"1152",5230,"He was called over to join the discussion. Mr. Huxter naturally"
"1153",5230,"followed over in the course of a few minutes. The Anglo-Saxon"
"1154",5230,"genius for parliamentary government asserted itself; there was a"
"1155",5230,"great deal of talk and no decisive action. ""Let's have the facts"
"1156",5230,"first,"" insisted Mr. Sandy Wadgers. ""Let's be sure we'd be acting"
"1157",5230,"perfectly right in bustin' that there door open. A door onbust is"
"1158",5230,"always open to bustin', but ye can't onbust a door once you've"
"1159",5230,"busted en."""
"1160",5230,""
"1161",5230,"And suddenly and most wonderfully the door of the room upstairs"
"1162",5230,"opened of its own accord, and as they looked up in amazement,"
"1163",5230,"they saw descending the stairs the muffled figure of the stranger"
"1164",5230,"staring more blackly and blankly than ever with those unreasonably"
"1165",5230,"large blue glass eyes of his. He came down stiffly and slowly,"
"1166",5230,"staring all the time; he walked across the passage staring, then"
"1167",5230,"stopped."
"1168",5230,""
"1169",5230,"""Look there!"" he said, and their eyes followed the direction of his"
"1170",5230,"gloved finger and saw a bottle of sarsaparilla hard by the cellar"
"1171",5230,"door. Then he entered the parlour, and suddenly, swiftly,"
"1172",5230,"viciously, slammed the door in their faces."
"1173",5230,""
"1174",5230,"Not a word was spoken until the last echoes of the slam had died"
"1175",5230,"away. They stared at one another. ""Well, if that don't lick"
"1176",5230,"everything!"" said Mr. Wadgers, and left the alternative unsaid."
"1177",5230,""
"1178",5230,"""I'd go in and ask'n 'bout it,"" said Wadgers, to Mr. Hall. ""I'd"
"1179",5230,"d'mand an explanation."""
"1180",5230,""
"1181",5230,"It took some time to bring the landlady's husband up to that pitch."
"1182",5230,"At last he rapped, opened the door, and got as far as, ""Excuse me--"""
"1183",5230,""
"1184",5230,"""Go to the devil!"" said the stranger in a tremendous voice, and"
"1185",5230,"""Shut that door after you."" So that brief interview terminated."
"1186",5230,""
"1187",5230,""
"1188",5230,""
"1189",5230,"CHAPTER VII"
"1190",5230,""
"1191",5230,"THE UNVEILING OF THE STRANGER"
"1192",5230,""
"1193",5230,""
"1194",5230,"The stranger went into the little parlour of the ""Coach and Horses"""
"1195",5230,"about half-past five in the morning, and there he remained until"
"1196",5230,"near midday, the blinds down, the door shut, and none, after Hall's"
"1197",5230,"repulse, venturing near him."
"1198",5230,""
"1199",5230,"All that time he must have fasted. Thrice he rang his bell, the"
"1200",5230,"third time furiously and continuously, but no one answered him."
"1201",5230,"""Him and his 'go to the devil' indeed!"" said Mrs. Hall. Presently"
"1202",5230,"came an imperfect rumour of the burglary at the vicarage, and two"
"1203",5230,"and two were put together. Hall, assisted by Wadgers, went off to"
"1204",5230,"find Mr. Shuckleforth, the magistrate, and take his advice. No one"
"1205",5230,"ventured upstairs. How the stranger occupied himself is unknown."
"1206",5230,"Now and then he would stride violently up and down, and twice came"
"1207",5230,"an outburst of curses, a tearing of paper, and a violent smashing"
"1208",5230,"of bottles."
"1209",5230,""
"1210",5230,"The little group of scared but curious people increased. Mrs. Huxter"
"1211",5230,"came over; some gay young fellows resplendent in black ready-made"
"1212",5230,"jackets and _pique_ paper ties--for it was Whit Monday--joined"
"1213",5230,"the group with confused interrogations. Young Archie Harker"
"1214",5230,"distinguished himself by going up the yard and trying to peep"
"1215",5230,"under the window-blinds. He could see nothing, but gave reason"
"1216",5230,"for supposing that he did, and others of the Iping youth"
"1217",5230,"presently joined him."
"1218",5230,""
"1219",5230,"It was the finest of all possible Whit Mondays, and down the"
"1220",5230,"village street stood a row of nearly a dozen booths, a shooting"
"1221",5230,"gallery, and on the grass by the forge were three yellow and"
"1222",5230,"chocolate waggons and some picturesque strangers of both sexes"
"1223",5230,"putting up a cocoanut shy. The gentlemen wore blue jerseys, the"
"1224",5230,"ladies white aprons and quite fashionable hats with heavy plumes."
"1225",5230,"Wodger, of the ""Purple Fawn,"" and Mr. Jaggers, the cobbler, who"
"1226",5230,"also sold old second-hand ordinary bicycles, were stretching a"
"1227",5230,"string of union-jacks and royal ensigns (which had originally"
"1228",5230,"celebrated the first Victorian Jubilee) across the road."
"1229",5230,""
"1230",5230,"And inside, in the artificial darkness of the parlour, into which"
"1231",5230,"only one thin jet of sunlight penetrated, the stranger, hungry we"
"1232",5230,"must suppose, and fearful, hidden in his uncomfortable hot wrappings,"
"1233",5230,"pored through his dark glasses upon his paper or chinked his dirty"
"1234",5230,"little bottles, and occasionally swore savagely at the boys, audible"
"1235",5230,"if invisible, outside the windows. In the corner by the fireplace"
"1236",5230,"lay the fragments of half a dozen smashed bottles, and a pungent"
"1237",5230,"twang of chlorine tainted the air. So much we know from what was"
"1238",5230,"heard at the time and from what was subsequently seen in the room."
"1239",5230,""
"1240",5230,"About noon he suddenly opened his parlour door and stood glaring"
"1241",5230,"fixedly at the three or four people in the bar. ""Mrs. Hall,"" he"
"1242",5230,"said. Somebody went sheepishly and called for Mrs. Hall."
"1243",5230,""
"1244",5230,"Mrs. Hall appeared after an interval, a little short of breath, but"
"1245",5230,"all the fiercer for that. Hall was still out. She had deliberated"
"1246",5230,"over this scene, and she came holding a little tray with an"
"1247",5230,"unsettled bill upon it. ""Is it your bill you're wanting, sir?"" she"
"1248",5230,"said."
"1249",5230,""
"1250",5230,"""Why wasn't my breakfast laid? Why haven't you prepared my meals"
"1251",5230,"and answered my bell? Do you think I live without eating?"""
"1252",5230,""
"1253",5230,"""Why isn't my bill paid?"" said Mrs. Hall. ""That's what I want to"
"1254",5230,"know."""
"1255",5230,""
"1256",5230,"""I told you three days ago I was awaiting a remittance--"""
"1257",5230,""
"1258",5230,"""I told you two days ago I wasn't going to await no remittances."
"1259",5230,"You can't grumble if your breakfast waits a bit, if my bill's been"
"1260",5230,"waiting these five days, can you?"""
"1261",5230,""
"1262",5230,"The stranger swore briefly but vividly."
"1263",5230,""
"1264",5230,"""Nar, nar!"" from the bar."
"1265",5230,""
"1266",5230,"""And I'd thank you kindly, sir, if you'd keep your swearing to"
"1267",5230,"yourself, sir,"" said Mrs. Hall."
"1268",5230,""
"1269",5230,"The stranger stood looking more like an angry diving-helmet than"
"1270",5230,"ever. It was universally felt in the bar that Mrs. Hall had the"
"1271",5230,"better of him. His next words showed as much."
"1272",5230,""
"1273",5230,"""Look here, my good woman--"" he began."
"1274",5230,""
"1275",5230,"""Don't 'good woman' _me_,"" said Mrs. Hall."
"1276",5230,""
"1277",5230,"""I've told you my remittance hasn't come."""
"1278",5230,""
"1279",5230,"""Remittance indeed!"" said Mrs. Hall."
"1280",5230,""
"1281",5230,"""Still, I daresay in my pocket--"""
"1282",5230,""
"1283",5230,"""You told me three days ago that you hadn't anything but a"
"1284",5230,"sovereign's worth of silver upon you."""
"1285",5230,""
"1286",5230,"""Well, I've found some more--"""
"1287",5230,""
"1288",5230,"""'Ul-lo!"" from the bar."
"1289",5230,""
"1290",5230,"""I wonder where you found it,"" said Mrs. Hall."
"1291",5230,""
"1292",5230,"That seemed to annoy the stranger very much. He stamped his foot."
"1293",5230,"""What do you mean?"" he said."
"1294",5230,""
"1295",5230,"""That I wonder where you found it,"" said Mrs. Hall. ""And before I"
"1296",5230,"take any bills or get any breakfasts, or do any such things"
"1297",5230,"whatsoever, you got to tell me one or two things I don't understand,"
"1298",5230,"and what nobody don't understand, and what everybody is very anxious"
"1299",5230,"to understand. I want to know what you been doing t'my chair"
"1300",5230,"upstairs, and I want to know how 'tis your room was empty, and how"
"1301",5230,"you got in again. Them as stops in this house comes in by the"
"1302",5230,"doors--that's the rule of the house, and that you _didn't_ do, and"
"1303",5230,"what I want to know is how you _did_ come in. And I want to know--"""
"1304",5230,""
"1305",5230,"Suddenly the stranger raised his gloved hands clenched, stamped his"
"1306",5230,"foot, and said, ""Stop!"" with such extraordinary violence that he"
"1307",5230,"silenced her instantly."
"1308",5230,""
"1309",5230,"""You don't understand,"" he said, ""who I am or what I am. I'll show"
"1310",5230,"you. By Heaven! I'll show you."" Then he put his open palm over his"
"1311",5230,"face and withdrew it. The centre of his face became a black cavity."
"1312",5230,"""Here,"" he said. He stepped forward and handed Mrs. Hall something"
"1313",5230,"which she, staring at his metamorphosed face, accepted automatically."
"1314",5230,"Then, when she saw what it was, she screamed loudly, dropped it, and"
"1315",5230,"staggered back. The nose--it was the stranger's nose! pink and"
"1316",5230,"shining--rolled on the floor."
"1317",5230,""
"1318",5230,"Then he removed his spectacles, and everyone in the bar gasped. He"
"1319",5230,"took off his hat, and with a violent gesture tore at his whiskers"
"1320",5230,"and bandages. For a moment they resisted him. A flash of horrible"
"1321",5230,"anticipation passed through the bar. ""Oh, my Gard!"" said some one."
"1322",5230,"Then off they came."
"1323",5230,""
"1324",5230,"It was worse than anything. Mrs. Hall, standing open-mouthed and"
"1325",5230,"horror-struck, shrieked at what she saw, and made for the door of"
"1326",5230,"the house. Everyone began to move. They were prepared for scars,"
"1327",5230,"disfigurements, tangible horrors, but nothing! The bandages and"
"1328",5230,"false hair flew across the passage into the bar, making a"
"1329",5230,"hobbledehoy jump to avoid them. Everyone tumbled on everyone else"
"1330",5230,"down the steps. For the man who stood there shouting some incoherent"
"1331",5230,"explanation, was a solid gesticulating figure up to the coat-collar"
"1332",5230,"of him, and then--nothingness, no visible thing at all!"
"1333",5230,""
"1334",5230,"People down the village heard shouts and shrieks, and looking up"
"1335",5230,"the street saw the ""Coach and Horses"" violently firing out its"
"1336",5230,"humanity. They saw Mrs. Hall fall down and Mr. Teddy Henfrey jump"
"1337",5230,"to avoid tumbling over her, and then they heard the frightful"
"1338",5230,"screams of Millie, who, emerging suddenly from the kitchen at the"
"1339",5230,"noise of the tumult, had come upon the headless stranger from"
"1340",5230,"behind. These increased suddenly."
"1341",5230,""
"1342",5230,"Forthwith everyone all down the street, the sweetstuff seller,"
"1343",5230,"cocoanut shy proprietor and his assistant, the swing man, little"
"1344",5230,"boys and girls, rustic dandies, smart wenches, smocked elders"
"1345",5230,"and aproned gipsies--began running towards the inn, and in a"
"1346",5230,"miraculously short space of time a crowd of perhaps forty people,"
"1347",5230,"and rapidly increasing, swayed and hooted and inquired and"
"1348",5230,"exclaimed and suggested, in front of Mrs. Hall's establishment."
"1349",5230,"Everyone seemed eager to talk at once, and the result was Babel. A"
"1350",5230,"small group supported Mrs. Hall, who was picked up in a state of"
"1351",5230,"collapse. There was a conference, and the incredible evidence of a"
"1352",5230,"vociferous eye-witness. ""O Bogey!"" ""What's he been doin', then?"""
"1353",5230,"""Ain't hurt the girl, 'as 'e?"" ""Run at en with a knife, I believe."""
"1354",5230,"""No 'ed, I tell ye. I don't mean no manner of speaking. I mean _marn"
"1355",5230,"'ithout a 'ed_!"" ""Narnsense! 'tis some conjuring trick."" ""Fetched"
"1356",5230,"off 'is wrapping, 'e did--"""
"1357",5230,""
"1358",5230,"In its struggles to see in through the open door, the crowd formed"
"1359",5230,"itself into a straggling wedge, with the more adventurous apex"
"1360",5230,"nearest the inn. ""He stood for a moment, I heerd the gal scream,"
"1361",5230,"and he turned. I saw her skirts whisk, and he went after her."
"1362",5230,"Didn't take ten seconds. Back he comes with a knife in uz hand and"
"1363",5230,"a loaf; stood just as if he was staring. Not a moment ago. Went in"
"1364",5230,"that there door. I tell 'e, 'e ain't gart no 'ed at all. You just"
"1365",5230,"missed en--"""
"1366",5230,""
"1367",5230,"There was a disturbance behind, and the speaker stopped to step"
"1368",5230,"aside for a little procession that was marching very resolutely"
"1369",5230,"towards the house; first Mr. Hall, very red and determined, then"
"1370",5230,"Mr. Bobby Jaffers, the village constable, and then the wary Mr."
"1371",5230,"Wadgers. They had come now armed with a warrant."
"1372",5230,""
"1373",5230,"People shouted conflicting information of the recent circumstances."
"1374",5230,"""'Ed or no 'ed,"" said Jaffers, ""I got to 'rest en, and 'rest en I"
"1375",5230,"_will_."""
"1376",5230,""
"1377",5230,"Mr. Hall marched up the steps, marched straight to the door of the"
"1378",5230,"parlour and flung it open. ""Constable,"" he said, ""do your duty."""
"1379",5230,""
"1380",5230,"Jaffers marched in. Hall next, Wadgers last. They saw in the dim"
"1381",5230,"light the headless figure facing them, with a gnawed crust of bread"
"1382",5230,"in one gloved hand and a chunk of cheese in the other."
"1383",5230,""
"1384",5230,"""That's him!"" said Hall."
"1385",5230,""
"1386",5230,"""What the devil's this?"" came in a tone of angry expostulation from"
"1387",5230,"above the collar of the figure."
"1388",5230,""
"1389",5230,"""You're a damned rum customer, mister,"" said Mr. Jaffers. ""But 'ed"
"1390",5230,"or no 'ed, the warrant says 'body,' and duty's duty--"""
"1391",5230,""
"1392",5230,"""Keep off!"" said the figure, starting back."
"1393",5230,""
"1394",5230,"Abruptly he whipped down the bread and cheese, and Mr. Hall just"
"1395",5230,"grasped the knife on the table in time to save it. Off came the"
"1396",5230,"stranger's left glove and was slapped in Jaffers' face. In another"
"1397",5230,"moment Jaffers, cutting short some statement concerning a warrant,"
"1398",5230,"had gripped him by the handless wrist and caught his invisible"
"1399",5230,"throat. He got a sounding kick on the shin that made him shout, but"
"1400",5230,"he kept his grip. Hall sent the knife sliding along the table to"
"1401",5230,"Wadgers, who acted as goal-keeper for the offensive, so to speak,"
"1402",5230,"and then stepped forward as Jaffers and the stranger swayed and"
"1403",5230,"staggered towards him, clutching and hitting in. A chair stood in"
"1404",5230,"the way, and went aside with a crash as they came down together."
"1405",5230,""
"1406",5230,"""Get the feet,"" said Jaffers between his teeth."
"1407",5230,""
"1408",5230,"Mr. Hall, endeavouring to act on instructions, received a sounding"
"1409",5230,"kick in the ribs that disposed of him for a moment, and Mr."
"1410",5230,"Wadgers, seeing the decapitated stranger had rolled over and got"
"1411",5230,"the upper side of Jaffers, retreated towards the door, knife in"
"1412",5230,"hand, and so collided with Mr. Huxter and the Sidderbridge carter"
"1413",5230,"coming to the rescue of law and order. At the same moment down came"
"1414",5230,"three or four bottles from the chiffonnier and shot a web of"
"1415",5230,"pungency into the air of the room."
"1416",5230,""
"1417",5230,"""I'll surrender,"" cried the stranger, though he had Jaffers down,"
"1418",5230,"and in another moment he stood up panting, a strange figure,"
"1419",5230,"headless and handless--for he had pulled off his right glove now"
"1420",5230,"as well as his left. ""It's no good,"" he said, as if sobbing for"
"1421",5230,"breath."
"1422",5230,""
"1423",5230,"It was the strangest thing in the world to hear that voice coming"
"1424",5230,"as if out of empty space, but the Sussex peasants are perhaps the"
"1425",5230,"most matter-of-fact people under the sun. Jaffers got up also and"
"1426",5230,"produced a pair of handcuffs. Then he stared."
"1427",5230,""
"1428",5230,"""I say!"" said Jaffers, brought up short by a dim realization of the"
"1429",5230,"incongruity of the whole business, ""Darn it! Can't use 'em as I can"
"1430",5230,"see."""
"1431",5230,""
"1432",5230,"The stranger ran his arm down his waistcoat, and as if by a miracle"
"1433",5230,"the buttons to which his empty sleeve pointed became undone. Then"
"1434",5230,"he said something about his shin, and stooped down. He seemed to be"
"1435",5230,"fumbling with his shoes and socks."
"1436",5230,""
"1437",5230,"""Why!"" said Huxter, suddenly, ""that's not a man at all. It's just"
"1438",5230,"empty clothes. Look! You can see down his collar and the linings of"
"1439",5230,"his clothes. I could put my arm--"""
"1440",5230,""
"1441",5230,"He extended his hand; it seemed to meet something in mid-air, and"
"1442",5230,"he drew it back with a sharp exclamation. ""I wish you'd keep your"
"1443",5230,"fingers out of my eye,"" said the aerial voice, in a tone of savage"
"1444",5230,"expostulation. ""The fact is, I'm all here--head, hands, legs, and"
"1445",5230,"all the rest of it, but it happens I'm invisible. It's a confounded"
"1446",5230,"nuisance, but I am. That's no reason why I should be poked to"
"1447",5230,"pieces by every stupid bumpkin in Iping, is it?"""
"1448",5230,""
"1449",5230,"The suit of clothes, now all unbuttoned and hanging loosely upon"
"1450",5230,"its unseen supports, stood up, arms akimbo."
"1451",5230,""
"1452",5230,"Several other of the men folks had now entered the room, so that it"
"1453",5230,"was closely crowded. ""Invisible, eh?"" said Huxter, ignoring the"
"1454",5230,"stranger's abuse. ""Who ever heard the likes of that?"""
"1455",5230,""
"1456",5230,"""It's strange, perhaps, but it's not a crime. Why am I assaulted by"
"1457",5230,"a policeman in this fashion?"""
"1458",5230,""
"1459",5230,"""Ah! that's a different matter,"" said Jaffers. ""No doubt you are a"
"1460",5230,"bit difficult to see in this light, but I got a warrant and it's"
"1461",5230,"all correct. What I'm after ain't no invisibility,--it's burglary."
"1462",5230,"There's a house been broke into and money took."""
"1463",5230,""
"1464",5230,"""Well?"""
"1465",5230,""
"1466",5230,"""And circumstances certainly point--"""
"1467",5230,""
"1468",5230,"""Stuff and nonsense!"" said the Invisible Man."
"1469",5230,""
"1470",5230,"""I hope so, sir; but I've got my instructions."""
"1471",5230,""
"1472",5230,"""Well,"" said the stranger, ""I'll come. I'll _come_. But no"
"1473",5230,"handcuffs."""
"1474",5230,""
"1475",5230,"""It's the regular thing,"" said Jaffers."
"1476",5230,""
"1477",5230,"""No handcuffs,"" stipulated the stranger."
"1478",5230,""
"1479",5230,"""Pardon me,"" said Jaffers."
"1480",5230,""
"1481",5230,"Abruptly the figure sat down, and before any one could realise was"
"1482",5230,"was being done, the slippers, socks, and trousers had been kicked"
"1483",5230,"off under the table. Then he sprang up again and flung off his coat."
"1484",5230,""
"1485",5230,"""Here, stop that,"" said Jaffers, suddenly realising what was"
"1486",5230,"happening. He gripped at the waistcoat; it struggled, and the shirt"
"1487",5230,"slipped out of it and left it limp and empty in his hand. ""Hold"
"1488",5230,"him!"" said Jaffers, loudly. ""Once he gets the things off--"""
"1489",5230,""
"1490",5230,"""Hold him!"" cried everyone, and there was a rush at the fluttering"
"1491",5230,"white shirt which was now all that was visible of the stranger."
"1492",5230,""
"1493",5230,"The shirt-sleeve planted a shrewd blow in Hall's face that stopped"
"1494",5230,"his open-armed advance, and sent him backward into old Toothsome"
"1495",5230,"the sexton, and in another moment the garment was lifted up and"
"1496",5230,"became convulsed and vacantly flapping about the arms, even as a"
"1497",5230,"shirt that is being thrust over a man's head. Jaffers clutched at"
"1498",5230,"it, and only helped to pull it off; he was struck in the mouth out"
"1499",5230,"of the air, and incontinently threw his truncheon and smote Teddy"
"1500",5230,"Henfrey savagely upon the crown of his head."
"1501",5230,""
"1502",5230,"""Look out!"" said everybody, fencing at random and hitting at"
"1503",5230,"nothing. ""Hold him! Shut the door! Don't let him loose! I got"
"1504",5230,"something! Here he is!"" A perfect Babel of noises they made."
"1505",5230,"Everybody, it seemed, was being hit all at once, and Sandy Wadgers,"
"1506",5230,"knowing as ever and his wits sharpened by a frightful blow in the"
"1507",5230,"nose, reopened the door and led the rout. The others, following"
"1508",5230,"incontinently, were jammed for a moment in the corner by the"
"1509",5230,"doorway. The hitting continued. Phipps, the Unitarian, had a front"
"1510",5230,"tooth broken, and Henfrey was injured in the cartilage of his ear."
"1511",5230,"Jaffers was struck under the jaw, and, turning, caught at something"
"1512",5230,"that intervened between him and Huxter in the melee, and prevented"
"1513",5230,"their coming together. He felt a muscular chest, and in another"
"1514",5230,"moment the whole mass of struggling, excited men shot out into the"
"1515",5230,"crowded hall."
"1516",5230,""
"1517",5230,"""I got him!"" shouted Jaffers, choking and reeling through them all,"
"1518",5230,"and wrestling with purple face and swelling veins against his"
"1519",5230,"unseen enemy."
"1520",5230,""
"1521",5230,"Men staggered right and left as the extraordinary conflict swayed"
"1522",5230,"swiftly towards the house door, and went spinning down the"
"1523",5230,"half-dozen steps of the inn. Jaffers cried in a strangled"
"1524",5230,"voice--holding tight, nevertheless, and making play with his"
"1525",5230,"knee--spun around, and fell heavily undermost with his head on"
"1526",5230,"the gravel. Only then did his fingers relax."
"1527",5230,""
"1528",5230,"There were excited cries of ""Hold him!"" ""Invisible!"" and so forth,"
"1529",5230,"and a young fellow, a stranger in the place whose name did not come"
"1530",5230,"to light, rushed in at once, caught something, missed his hold,"
"1531",5230,"and fell over the constable's prostrate body. Half-way across the"
"1532",5230,"road a woman screamed as something pushed by her; a dog, kicked"
"1533",5230,"apparently, yelped and ran howling into Huxter's yard, and with"
"1534",5230,"that the transit of the Invisible Man was accomplished. For a space"
"1535",5230,"people stood amazed and gesticulating, and then came panic, and"
"1536",5230,"scattered them abroad through the village as a gust scatters dead"
"1537",5230,"leaves."
"1538",5230,""
"1539",5230,"But Jaffers lay quite still, face upward and knees bent, at the foot"
"1540",5230,"of the steps of the inn."
"1541",5230,""
"1542",5230,""
"1543",5230,""
"1544",5230,"CHAPTER VIII"
"1545",5230,""
"1546",5230,"IN TRANSIT"
"1547",5230,""
"1548",5230,""
"1549",5230,"The eighth chapter is exceedingly brief, and relates that Gibbons,"
"1550",5230,"the amateur naturalist of the district, while lying out on the"
"1551",5230,"spacious open downs without a soul within a couple of miles of him,"
"1552",5230,"as he thought, and almost dozing, heard close to him the sound as"
"1553",5230,"of a man coughing, sneezing, and then swearing savagely to himself;"
"1554",5230,"and looking, beheld nothing. Yet the voice was indisputable. It"
"1555",5230,"continued to swear with that breadth and variety that distinguishes"
"1556",5230,"the swearing of a cultivated man. It grew to a climax, diminished"
"1557",5230,"again, and died away in the distance, going as it seemed to him in"
"1558",5230,"the direction of Adderdean. It lifted to a spasmodic sneeze and"
"1559",5230,"ended. Gibbons had heard nothing of the morning's occurrences, but"
"1560",5230,"the phenomenon was so striking and disturbing that his philosophical"
"1561",5230,"tranquillity vanished; he got up hastily, and hurried down the"
"1562",5230,"steepness of the hill towards the village, as fast as he could go."
"1563",5230,""
"1564",5230,""
"1565",5230,""
"1566",5230,"CHAPTER IX"
"1567",5230,""
"1568",5230,"MR. THOMAS MARVEL"
"1569",5230,""
"1570",5230,""
"1571",5230,"You must picture Mr. Thomas Marvel as a person of copious, flexible"
"1572",5230,"visage, a nose of cylindrical protrusion, a liquorish, ample,"
"1573",5230,"fluctuating mouth, and a beard of bristling eccentricity. His figure"
"1574",5230,"inclined to embonpoint; his short limbs accentuated this inclination."
"1575",5230,"He wore a furry silk hat, and the frequent substitution of twine and"
"1576",5230,"shoe-laces for buttons, apparent at critical points of his costume,"
"1577",5230,"marked a man essentially bachelor."
"1578",5230,""
"1579",5230,"Mr. Thomas Marvel was sitting with his feet in a ditch by the"
"1580",5230,"roadside over the down towards Adderdean, about a mile and a half"
"1581",5230,"out of Iping. His feet, save for socks of irregular open-work, were"
"1582",5230,"bare, his big toes were broad, and pricked like the ears of a"
"1583",5230,"watchful dog. In a leisurely manner--he did everything in a"
"1584",5230,"leisurely manner--he was contemplating trying on a pair of boots."
"1585",5230,"They were the soundest boots he had come across for a long time, but"
"1586",5230,"too large for him; whereas the ones he had were, in dry weather, a"
"1587",5230,"very comfortable fit, but too thin-soled for damp. Mr. Thomas Marvel"
"1588",5230,"hated roomy shoes, but then he hated damp. He had never properly"
"1589",5230,"thought out which he hated most, and it was a pleasant day, and"
"1590",5230,"there was nothing better to do. So he put the four shoes in a"
"1591",5230,"graceful group on the turf and looked at them. And seeing them there"
"1592",5230,"among the grass and springing agrimony, it suddenly occurred to him"
"1593",5230,"that both pairs were exceedingly ugly to see. He was not at all"
"1594",5230,"startled by a voice behind him."
"1595",5230,""
"1596",5230,"""They're boots, anyhow,"" said the Voice."
"1597",5230,""
"1598",5230,"""They are--charity boots,"" said Mr. Thomas Marvel, with his head"
"1599",5230,"on one side regarding them distastefully; ""and which is the ugliest"
"1600",5230,"pair in the whole blessed universe, I'm darned if I know!"""
"1601",5230,""
"1602",5230,"""H'm,"" said the Voice."
"1603",5230,""
"1604",5230,"""I've worn worse--in fact, I've worn none. But none so owdacious"
"1605",5230,"ugly--if you'll allow the expression. I've been cadging boots--in"
"1606",5230,"particular--for days. Because I was sick of _them_. They're sound"
"1607",5230,"enough, of course. But a gentleman on tramp sees such a thundering"
"1608",5230,"lot of his boots. And if you'll believe me, I've raised nothing in"
"1609",5230,"the whole blessed country, try as I would, but _them_. Look at 'em!"
"1610",5230,"And a good country for boots, too, in a general way. But it's just"
"1611",5230,"my promiscuous luck. I've got my boots in this country ten years or"
"1612",5230,"more. And then they treat you like this."""
"1613",5230,""
"1614",5230,"""It's a beast of a country,"" said the Voice. ""And pigs for people."""
"1615",5230,""
"1616",5230,"""Ain't it?"" said Mr. Thomas Marvel. ""Lord! But them boots! It beats"
"1617",5230,"it."""
"1618",5230,""
"1619",5230,"He turned his head over his shoulder to the right, to look at the"
"1620",5230,"boots of his interlocutor with a view to comparisons, and lo! where"
"1621",5230,"the boots of his interlocutor should have been were neither legs"
"1622",5230,"nor boots. He was irradiated by the dawn of a great amazement."
"1623",5230,"""Where _are_ yer?"" said Mr. Thomas Marvel over his shoulder and"
"1624",5230,"coming on all fours. He saw a stretch of empty downs with the wind"
"1625",5230,"swaying the remote green-pointed furze bushes."
"1626",5230,""
"1627",5230,"""Am I drunk?"" said Mr. Marvel. ""Have I had visions? Was I talking"
"1628",5230,"to myself? What the--"""
"1629",5230,""
"1630",5230,"""Don't be alarmed,"" said a Voice."
"1631",5230,""
"1632",5230,"""None of your ventriloquising _me_,"" said Mr. Thomas Marvel, rising"
"1633",5230,"sharply to his feet. ""Where _are_ yer? Alarmed, indeed!"""
"1634",5230,""
"1635",5230,"""Don't be alarmed,"" repeated the Voice."
"1636",5230,""
"1637",5230,"""_You'll_ be alarmed in a minute, you silly fool,"" said Mr. Thomas"
"1638",5230,"Marvel. ""Where _are_ yer? Lemme get my mark on yer..."
"1639",5230,""
"1640",5230,"""Are yer _buried_?"" said Mr. Thomas Marvel, after an interval."
"1641",5230,""
"1642",5230,"There was no answer. Mr. Thomas Marvel stood bootless and amazed,"
"1643",5230,"his jacket nearly thrown off."
"1644",5230,""
"1645",5230,"""Peewit,"" said a peewit, very remote."
"1646",5230,""
"1647",5230,"""Peewit, indeed!"" said Mr. Thomas Marvel. ""This ain't no time for"
"1648",5230,"foolery."" The down was desolate, east and west, north and south;"
"1649",5230,"the road with its shallow ditches and white bordering stakes, ran"
"1650",5230,"smooth and empty north and south, and, save for that peewit, the"
"1651",5230,"blue sky was empty too. ""So help me,"" said Mr. Thomas Marvel,"
"1652",5230,"shuffling his coat on to his shoulders again. ""It's the drink!"
"1653",5230,"I might ha' known."""
"1654",5230,""
"1655",5230,"""It's not the drink,"" said the Voice. ""You keep your nerves"
"1656",5230,"steady."""
"1657",5230,""
"1658",5230,"""Ow!"" said Mr. Marvel, and his face grew white amidst its patches."
"1659",5230,"""It's the drink!"" his lips repeated noiselessly. He remained staring"
